,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Days_As_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Total_AcceptedCmp,AcceptedAnyCmp,Complain
1639,48.0,Master,Together,30560.0,1,0,6,4061,9,1,5,4,5,7,31,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1640,55.0,Master,Together,35924.0,1,1,56,3792,8,0,14,2,3,7,34,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1641,60.0,PhD,Divorced,64140.0,0,2,71,3973,1459,0,61,0,15,215,1750,5,2,5,6,5,0,1,1,0,1,1,4,1,0
1642,43.0,Graduation,Together,56386.0,1,1,51,4304,230,48,214,13,32,75,612,8,9,1,7,9,0,0,0,0,0,0,0,0,0
1644,43.0,2n Cycle,Together,75774.0,1,0,27,3752,340,21,134,258,14,56,823,1,7,5,8,4,0,0,0,0,0,0,0,0,0
1645,64.0,Master,Divorced,39228.0,0,0,1,4109,7,1,6,0,3,3,20,1,0,0,3,4,0,0,0,0,0,0,0,0,0
1646,50.0,Master,Married,58494.0,0,1,56,3893,298,7,68,4,0,19,396,2,6,2,6,6,0,0,0,0,0,0,0,0,0
1647,43.0,Graduation,Single,58684.0,0,0,71,3707,479,35,179,28,7,85,813,1,5,3,12,2,0,0,0,1,0,0,1,1,0
1648,57.0,Graduation,Divorced,57136.0,0,0,18,4101,267,140,599,34,12,127,1179,1,7,5,7,6,0,0,0,0,0,1,1,1,0
1649,74.0,PhD,Widow,56551.0,1,1,48,3747,67,4,32,17,2,16,138,3,2,1,4,4,0,0,0,0,0,0,0,0,0
1650,42.0,Graduation,Married,22448.0,1,0,86,3817,3,1,8,23,2,18,55,3,2,1,3,3,0,0,0,0,0,0,0,0,0
1651,63.0,Graduation,Single,82014.0,0,0,48,4372,980,37,265,35,163,31,1511,1,3,6,12,6,0,0,0,0,0,1,1,1,0
1652,61.0,Graduation,Widow,34213.0,1,1,2,4354,50,4,28,6,3,26,117,3,3,1,2,9,0,0,0,0,0,1,1,1,0
1653,47.0,Graduation,Together,157146.0,0,0,13,4120,1,0,1725,2,1,1,1730,0,0,28,0,1,0,0,0,0,0,0,0,0,0
1654,77.0,PhD,Widow,25358.0,0,1,57,4036,19,0,5,0,0,8,32,2,1,0,3,6,0,0,0,0,0,0,0,0,0
1655,46.0,Master,Single,35544.0,1,0,77,3807,30,5,23,4,1,4,67,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1656,70.0,Master,Together,36634.0,0,1,0,4091,213,9,76,4,3,30,335,3,5,2,5,7,0,0,0,0,0,0,0,0,0
1657,70.0,PhD,Married,62670.0,0,1,57,3841,539,30,92,80,46,38,825,1,5,3,13,3,0,0,0,0,0,0,0,0,0
1658,52.0,2n Cycle,Together,50334.0,0,1,24,4034,284,16,160,84,16,134,694,6,7,4,6,6,0,0,0,0,0,0,0,0,0
1659,43.0,Graduation,Single,72066.0,0,0,55,3700,1003,34,536,134,51,34,1792,1,4,6,6,2,1,0,0,0,1,1,3,1,0
1660,66.0,PhD,Single,50729.0,1,1,62,4117,239,13,143,45,4,52,496,9,6,2,7,6,0,0,0,0,0,0,0,0,0
1661,56.0,Graduation,Together,34916.0,2,0,89,4104,51,23,82,33,0,42,231,4,5,1,3,9,0,0,0,0,0,0,0,0,0
1662,48.0,Graduation,Divorced,64892.0,0,1,77,3725,527,24,230,32,24,65,902,2,6,4,12,4,0,0,0,0,0,0,0,0,0
1663,58.0,Graduation,Single,43602.0,1,1,45,3864,19,5,12,10,3,19,68,3,3,1,2,6,0,0,0,0,0,0,0,0,0
1665,39.0,2n Cycle,Single,41473.0,1,0,80,4069,21,8,20,15,3,9,76,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1666,57.0,PhD,Married,63246.0,0,2,60,4007,593,30,91,29,22,7,772,1,6,3,12,4,0,0,0,0,0,0,0,0,0
1667,65.0,PhD,Married,36732.0,1,1,71,3876,21,5,3,10,1,7,47,3,1,1,4,2,0,0,0,0,0,0,0,0,0
1670,39.0,PhD,Single,37929.0,0,0,49,4028,202,2,46,3,2,10,265,2,4,2,5,7,1,0,0,1,0,1,3,1,0
1671,73.0,Graduation,Together,86610.0,0,0,66,3991,446,107,768,33,196,53,1603,1,5,6,6,2,0,0,0,0,0,0,0,0,0
1672,38.0,Master,Married,80141.0,0,0,20,4228,1184,102,673,52,40,40,2091,1,7,4,10,6,0,0,0,0,1,1,2,1,0
1674,54.0,Graduation,Married,69016.0,0,1,61,4278,726,53,363,123,107,161,1533,4,8,9,13,5,0,0,0,0,0,0,0,0,0
1675,33.0,2n Cycle,Together,20193.0,0,0,18,4272,8,8,22,24,11,9,82,1,1,1,4,4,0,0,0,0,0,0,0,0,0
1676,49.0,Graduation,Married,27573.0,1,0,45,4155,50,15,110,39,15,15,244,4,5,1,4,8,0,0,0,0,0,0,0,0,0
1677,45.0,Basic,Single,15862.0,1,0,26,4061,1,1,4,11,9,10,36,1,1,0,3,8,0,0,0,0,0,0,0,0,0
1678,48.0,PhD,Married,49544.0,1,0,0,4196,308,0,73,0,0,23,404,2,5,1,8,7,0,0,0,0,0,0,0,0,0
1679,44.0,Graduation,Married,33228.0,1,0,28,3851,22,2,31,7,4,5,71,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1680,46.0,Graduation,Together,70440.0,0,0,49,3958,690,117,499,76,102,88,1572,1,5,10,7,3,1,0,0,0,0,0,1,1,0
1681,53.0,Graduation,Together,38232.0,1,1,84,3857,43,5,28,7,6,33,122,4,3,1,3,5,0,0,0,0,0,0,0,0,0
1682,69.0,PhD,Married,22554.0,1,1,38,4297,27,0,10,0,0,4,41,4,2,0,4,5,0,0,0,0,0,0,0,0,0
1683,41.0,PhD,Married,23536.0,1,0,53,3719,6,0,3,0,0,1,10,1,0,0,3,3,0,0,0,0,0,0,0,0,0
1684,72.0,Graduation,Married,49413.0,0,1,88,3941,205,7,41,3,2,46,304,2,4,2,5,5,0,0,0,0,0,0,0,0,0
1685,55.0,Graduation,Married,42231.0,1,1,99,3790,24,0,8,0,1,4,37,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1686,44.0,Master,Divorced,78789.0,0,0,12,4384,667,50,850,21,83,83,1754,1,4,6,5,2,0,0,0,0,0,1,1,1,0
1687,56.0,Graduation,Together,56534.0,0,1,35,4035,691,7,61,10,0,46,815,4,10,4,7,8,0,1,0,1,0,1,3,1,0
1688,53.0,Graduation,Single,58350.0,0,1,5,4235,493,26,206,116,80,80,1001,4,8,3,12,6,0,0,0,0,0,0,0,0,0
1690,73.0,Graduation,Single,49090.0,0,1,45,4039,494,5,82,7,0,100,688,3,7,2,9,7,0,0,0,0,0,0,0,0,0
1691,37.0,Master,Divorced,61787.0,0,0,71,4052,621,73,414,78,48,85,1319,1,8,4,6,5,0,0,0,0,0,0,0,0,0
1692,39.0,PhD,Married,18169.0,1,0,40,4189,9,0,5,0,0,7,21,1,1,0,2,8,0,0,0,0,0,0,0,0,0
1693,43.0,2n Cycle,Single,24336.0,1,0,82,4365,1,6,2,8,2,12,31,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1694,34.0,Graduation,Married,18222.0,0,0,70,4239,12,4,19,12,6,14,67,1,2,0,3,8,0,0,0,0,0,0,0,0,0
1695,72.0,Graduation,Divorced,62335.0,0,1,87,4096,243,131,217,85,6,26,708,2,3,3,13,2,0,0,0,0,0,0,0,0,0
1696,53.0,2n Cycle,Together,42033.0,1,1,95,4342,11,1,4,2,0,7,25,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1697,41.0,PhD,Married,86580.0,0,0,72,4181,532,21,127,26,20,20,746,0,4,2,5,1,0,0,0,0,1,0,1,1,0
1698,67.0,PhD,Divorced,41437.0,1,1,5,4339,29,0,2,0,0,1,32,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1699,73.0,Master,Widow,73705.0,0,2,86,3810,612,91,520,258,107,107,1695,2,9,6,8,5,0,0,0,0,0,0,0,0,0
1700,48.0,Graduation,Married,61064.0,0,1,80,4361,387,126,342,0,45,180,1080,5,8,4,11,6,0,0,0,0,0,0,0,0,0
1702,35.0,Graduation,Single,18358.0,1,0,49,3915,6,8,19,16,4,4,57,3,3,0,4,7,0,0,0,0,0,0,0,0,0
1703,51.0,PhD,Together,55012.0,0,1,85,3794,582,0,65,0,0,13,660,6,8,2,9,5,0,0,0,0,0,0,0,0,0
1704,51.0,Basic,Together,9722.0,1,0,7,4329,6,17,16,6,16,42,103,4,3,1,3,8,0,0,0,0,0,1,1,1,0
1705,40.0,PhD,Married,38175.0,1,0,6,3973,70,6,69,2,3,3,153,3,3,1,4,7,0,0,0,0,0,0,0,0,0
1706,68.0,Master,Together,58656.0,0,1,25,4341,962,12,194,16,24,12,1220,4,7,8,13,6,0,0,0,0,1,0,1,1,0
1707,59.0,Graduation,Together,52117.0,0,1,55,4376,112,10,107,30,0,20,279,2,5,2,4,7,0,0,0,0,0,0,0,0,0
1708,46.0,Graduation,Married,64813.0,1,0,81,3872,293,0,124,179,97,52,745,1,7,2,10,5,0,0,0,0,0,0,0,0,0
1709,51.0,PhD,Married,54222.0,0,1,98,3814,199,12,31,3,12,7,264,1,3,3,5,3,0,0,0,0,0,0,0,0,0
1710,38.0,Graduation,Married,83512.0,0,0,31,3706,1060,61,835,80,20,101,2157,1,4,7,10,1,1,1,1,0,1,1,5,1,0
1711,65.0,Master,Married,77520.0,0,1,30,3999,940,44,396,0,88,58,1526,1,8,7,7,4,1,0,1,0,1,1,4,1,0
1712,46.0,Graduation,Together,41154.0,0,1,98,4140,44,2,11,2,3,7,69,1,1,0,4,5,0,0,0,0,0,0,0,0,0
1713,58.0,Graduation,Married,80398.0,0,0,92,4290,342,51,936,207,35,26,1597,1,5,8,12,3,0,0,0,0,1,0,1,1,0
1714,32.0,Basic,Single,18746.0,1,0,41,3725,2,10,11,12,9,20,64,2,3,0,3,6,0,0,0,0,0,0,0,0,0
1715,40.0,Graduation,Together,35196.0,1,0,68,4287,75,12,141,43,39,187,497,6,6,1,5,8,0,0,0,0,0,0,0,0,0
1716,68.0,Graduation,Single,60230.0,0,1,78,4099,520,20,367,39,81,40,1067,2,6,3,6,5,0,0,0,0,0,0,0,0,0
1717,47.0,Graduation,Married,22108.0,1,1,46,3746,5,3,9,6,2,6,31,2,2,0,3,7,0,0,0,0,0,0,0,0,0
1718,50.0,Graduation,Together,44392.0,1,1,71,3991,87,5,71,7,12,29,211,5,4,1,4,7,0,0,0,0,0,0,0,0,0
1719,48.0,PhD,Married,55424.0,0,1,6,4275,462,61,184,10,53,107,877,4,7,5,9,6,0,0,1,0,0,1,2,1,0
1720,45.0,Graduation,Married,17688.0,1,0,82,4226,2,2,1,3,1,2,11,1,1,0,2,8,0,0,0,0,0,0,0,0,1
1721,41.0,PhD,Married,92491.0,0,0,71,4118,979,44,935,29,25,22,2034,1,7,5,12,3,1,0,0,1,1,1,4,1,0
1722,33.0,Graduation,Single,90273.0,0,0,32,3891,704,129,853,120,74,111,1991,1,5,6,7,2,1,0,0,1,1,1,4,1,0
1723,62.0,PhD,Widow,82571.0,0,0,28,3782,861,31,558,62,95,79,1686,0,6,5,13,2,0,0,0,0,1,0,1,1,0
1724,42.0,PhD,Single,38513.0,1,0,20,3846,172,3,115,16,0,18,324,5,6,1,5,8,0,0,0,0,0,1,1,1,0
1725,45.0,Master,Single,16653.0,1,0,10,3766,5,7,31,15,4,7,69,3,2,1,3,6,0,0,0,0,0,1,1,1,0
1726,69.0,Graduation,Together,42586.0,1,1,7,4302,194,2,56,0,0,0,252,5,4,1,6,8,0,0,0,0,0,1,1,1,0
1727,59.0,Basic,Single,23529.0,0,1,67,4232,9,7,13,3,2,20,54,1,1,1,2,6,0,0,0,0,0,0,0,0,0
1729,73.0,Graduation,Married,71107.0,0,1,61,4191,533,10,217,198,174,195,1327,2,7,6,13,4,0,0,0,0,0,0,0,0,0
1730,60.0,PhD,Together,46910.0,1,1,36,3792,48,0,14,0,0,6,68,2,2,0,3,6,0,0,0,0,0,0,0,0,0
1732,69.0,Graduation,Divorced,37244.0,1,1,90,4122,18,2,10,0,0,25,55,1,1,1,2,7,0,0,1,0,0,0,1,1,0
1733,58.0,Graduation,Together,82427.0,0,0,35,3803,482,147,509,104,107,107,1456,1,3,5,12,1,0,0,0,0,1,0,1,1,0
1734,66.0,2n Cycle,Single,75342.0,0,1,38,4113,204,97,97,21,118,26,563,1,5,2,10,4,0,0,0,0,0,0,0,0,0
1735,70.0,Graduation,Divorced,70044.0,0,1,46,4190,1073,0,250,153,14,14,1504,4,7,10,5,5,0,0,0,0,0,0,0,0,0
1737,61.0,Graduation,Married,77437.0,0,0,70,3909,560,21,442,29,44,29,1125,1,4,5,13,1,0,0,0,0,1,0,1,1,0
1738,65.0,Graduation,Married,54984.0,0,1,51,3730,173,13,131,32,3,6,358,4,6,1,6,7,1,0,0,0,0,0,1,1,0
1739,53.0,PhD,Married,42403.0,1,0,18,3894,22,1,11,0,5,3,42,1,1,0,3,8,0,0,0,0,0,0,0,0,0
1740,60.0,Graduation,Together,55761.0,0,1,97,3760,136,1,12,0,3,32,184,2,4,1,3,6,0,0,0,1,0,0,1,1,0
1741,41.0,Graduation,Together,37292.0,1,0,32,4131,275,0,86,10,23,66,460,5,6,3,5,8,0,0,0,0,0,0,0,0,0
1742,79.0,PhD,Single,45576.0,0,0,9,3726,56,19,29,2,14,25,145,1,3,1,3,8,0,0,0,0,0,1,1,1,0
1743,77.0,Graduation,Together,70321.0,0,0,6,4223,303,23,751,82,26,191,1376,1,6,5,13,4,0,0,0,0,0,1,1,1,0
1744,55.0,PhD,Divorced,58086.0,0,1,80,4219,708,7,62,0,0,15,792,2,11,3,7,8,0,0,0,0,0,0,0,0,0
1745,72.0,Graduation,Married,81795.0,0,0,74,4305,324,132,693,27,118,88,1382,1,4,11,7,2,0,0,0,0,0,0,0,0,0
1746,77.0,Basic,Together,28389.0,0,0,49,4280,1,5,3,7,4,8,28,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1748,55.0,Graduation,Divorced,69901.0,0,1,95,4090,312,21,206,102,92,149,882,3,7,3,10,5,0,0,0,0,0,0,0,0,0
1749,75.0,PhD,Married,80360.0,0,0,56,4177,1493,86,454,112,43,43,2231,2,4,4,5,2,1,0,0,1,1,0,3,1,0
1750,63.0,PhD,Together,63342.0,0,1,48,4315,918,21,118,13,10,21,1101,3,8,3,5,6,0,0,0,1,0,1,2,1,0
1752,44.0,2n Cycle,Single,31859.0,1,0,3,3816,3,4,7,15,8,11,48,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1753,75.0,PhD,Widow,51569.0,0,1,39,4196,380,0,47,6,0,34,467,4,7,1,7,8,0,0,0,1,0,1,2,1,0
1755,45.0,Basic,Single,16014.0,1,1,42,4163,3,9,4,7,8,7,38,4,1,1,4,3,0,0,0,0,0,0,0,0,0
1756,56.0,Graduation,Married,41120.0,1,1,80,3929,24,2,23,0,8,24,81,3,2,1,3,6,0,0,0,0,0,0,0,0,0
1757,53.0,Master,Single,39763.0,1,0,9,4023,80,1,60,4,6,16,167,2,5,1,2,9,0,0,0,0,0,1,1,1,0
1758,69.0,PhD,Married,38725.0,1,1,52,3744,31,0,6,2,1,5,45,2,1,0,4,4,0,0,0,0,0,0,0,0,0
1759,52.0,Graduation,Married,77981.0,1,0,78,4093,138,120,204,16,126,60,664,3,7,4,7,5,0,0,0,0,0,0,0,0,0
1760,60.0,2n Cycle,Married,62905.0,0,1,68,3986,166,75,96,119,107,59,622,3,7,2,8,4,0,0,0,0,0,0,0,0,0
1761,45.0,2n Cycle,Divorced,13533.0,1,0,45,4170,12,3,8,8,0,17,48,2,2,0,3,7,0,0,0,0,0,0,0,0,0
1762,49.0,Graduation,Together,59481.0,0,1,47,3943,178,3,85,71,66,58,461,2,3,3,8,2,0,0,0,0,0,0,0,0,0
1763,47.0,Graduation,Married,72117.0,0,1,34,4007,707,20,171,65,60,50,1073,1,9,7,9,5,0,0,0,0,0,0,0,0,0
1764,38.0,2n Cycle,Married,21955.0,1,0,81,3989,5,1,7,17,14,11,55,2,2,1,3,6,0,0,0,0,0,0,0,0,0
1765,68.0,Graduation,Married,67131.0,0,1,72,4154,465,71,250,93,35,62,976,3,9,2,12,6,0,0,0,0,0,0,0,0,0
1766,44.0,PhD,Single,36802.0,1,0,23,3707,16,1,2,0,0,1,20,1,1,0,3,5,0,0,0,0,0,0,0,0,0
1769,49.0,Master,Married,47808.0,0,1,30,3946,123,1,26,2,0,72,224,2,3,2,3,7,0,0,1,0,0,0,1,1,0
1770,50.0,PhD,Divorced,25509.0,1,0,15,4343,40,3,30,10,7,11,101,3,3,0,3,9,0,0,0,0,0,1,1,1,0
1773,72.0,PhD,Together,85431.0,0,0,54,4080,376,53,462,168,53,53,1165,1,2,7,7,0,0,0,0,0,0,0,0,0,0
1774,57.0,Graduation,Married,42664.0,0,1,44,3797,21,0,3,0,0,0,24,1,1,0,3,6,0,0,0,0,0,0,0,0,0
1777,47.0,PhD,Married,28973.0,0,0,59,4318,206,0,46,3,2,12,269,2,5,1,5,8,0,0,0,0,0,0,0,0,0
1778,51.0,PhD,Together,39435.0,1,0,16,4021,71,0,18,0,0,13,102,1,3,1,2,7,0,0,0,0,0,0,0,0,0
1779,40.0,2n Cycle,Married,65370.0,0,0,1,4026,71,22,112,138,89,29,461,1,2,3,13,1,0,0,0,0,0,0,0,0,0
1780,45.0,Basic,Single,20194.0,1,0,64,4253,0,4,7,11,10,15,47,2,2,0,3,6,0,0,0,0,0,0,0,0,0
1781,48.0,PhD,Single,42473.0,1,1,72,3826,93,1,21,0,4,25,144,3,2,1,4,5,0,0,0,0,0,0,0,0,0
1782,56.0,Graduation,Married,64590.0,0,0,98,4317,920,138,168,36,46,30,1338,1,9,4,10,6,0,0,0,0,0,0,0,0,0
1783,65.0,Graduation,Together,71232.0,0,1,91,3907,653,17,170,34,26,17,917,2,11,2,10,7,0,0,0,0,0,0,0,0,0
1784,53.0,Graduation,Together,34600.0,1,1,8,4238,199,33,60,8,3,15,318,5,5,2,5,8,0,0,0,0,0,1,1,1,0
1785,57.0,Graduation,Single,46904.0,1,1,20,4297,153,4,56,0,9,31,253,4,5,1,4,8,0,0,0,0,0,0,0,0,0
1786,51.0,Graduation,Married,49094.0,0,1,6,4340,376,0,38,11,8,69,502,5,6,3,6,6,0,0,0,0,0,0,0,0,0
1787,41.0,Graduation,Together,36075.0,1,0,54,3896,46,0,30,12,1,30,119,1,2,0,4,6,0,0,0,0,0,0,0,0,0
1788,45.0,2n Cycle,Together,60839.0,1,1,72,4364,600,21,128,223,150,128,1250,13,2,2,12,8,0,0,0,0,0,0,0,0,0
1792,62.0,2n Cycle,Together,82122.0,0,0,89,4012,734,22,350,151,25,100,1382,1,3,9,13,1,0,0,0,0,1,0,1,1,0
1794,72.0,Graduation,Together,34074.0,1,1,69,4045,135,1,41,10,1,67,255,5,3,3,3,6,0,0,1,0,0,0,1,1,0
1795,64.0,Master,Married,28520.0,1,1,55,4074,11,0,10,0,2,20,43,1,1,1,2,6,0,0,0,0,0,0,0,0,0
1796,69.0,Graduation,Single,62535.0,0,1,13,3963,163,48,90,0,45,52,398,1,3,2,8,3,0,0,0,0,0,0,0,0,0
1797,47.0,Master,Single,36273.0,1,0,80,3768,29,3,30,3,2,9,76,2,3,0,3,6,0,0,0,0,0,0,0,0,0
1798,60.0,Graduation,Together,63404.0,0,2,97,3717,734,26,70,11,44,17,902,2,6,3,4,4,1,0,0,0,0,0,1,1,0
1800,48.0,Graduation,Together,78416.0,0,1,99,3696,453,38,279,188,38,183,1179,2,7,7,10,3,0,0,0,0,0,0,0,0,0
1801,50.0,Graduation,Together,75702.0,0,1,87,4317,1073,0,629,145,37,37,1921,1,10,5,13,6,0,0,0,0,1,0,1,1,0
1802,73.0,Master,Together,59385.0,1,1,85,4121,135,0,10,0,4,36,185,2,3,1,4,5,0,0,0,0,0,0,0,0,0
1804,73.0,Graduation,Married,44689.0,1,1,82,3864,18,0,5,0,0,11,34,2,1,1,2,7,0,0,1,0,0,0,1,1,0
1806,58.0,PhD,Single,7144.0,0,2,92,3898,81,4,33,5,2,291,416,0,23,1,1,0,0,0,0,0,0,0,0,0,0
1808,68.0,Graduation,Married,90369.0,0,0,2,3756,292,51,981,224,23,17,1588,1,4,6,6,1,0,0,0,0,0,1,1,1,0
1809,50.0,PhD,Single,63159.0,0,0,74,4295,965,34,586,89,86,37,1797,1,3,5,8,3,0,0,1,0,0,0,1,1,0
1811,61.0,PhD,Single,46757.0,0,1,71,4284,777,30,163,0,51,122,1143,6,4,4,7,9,0,0,0,0,0,0,0,0,0
1812,55.0,Master,Married,79734.0,0,0,72,3695,572,8,232,23,62,17,914,1,4,3,6,1,1,0,0,0,0,0,1,1,0
1813,32.0,Graduation,Together,63207.0,0,0,68,4219,438,169,565,91,169,70,1502,1,2,3,6,7,1,0,0,0,0,0,1,1,0
1814,70.0,Graduation,Divorced,72071.0,0,1,4,4194,531,69,300,150,138,150,1338,3,5,4,8,2,0,0,0,0,0,0,0,0,0
1815,41.0,PhD,Together,21840.0,1,0,80,4037,17,0,9,0,0,1,27,1,1,0,3,9,0,0,0,0,0,0,0,0,0
1816,42.0,2n Cycle,Together,58582.0,0,1,15,3968,402,35,106,101,77,42,763,2,9,2,9,5,0,0,0,1,0,0,1,1,0
1817,73.0,Graduation,Single,72282.0,0,0,70,4039,503,27,419,90,139,153,1331,1,5,7,9,7,0,0,0,0,0,1,1,1,0
1818,68.0,Graduation,Married,50387.0,0,2,91,3996,369,9,87,12,14,34,525,3,6,2,8,5,0,0,0,0,0,0,0,0,0
1819,63.0,PhD,Together,32583.0,1,1,10,3708,5,0,3,0,0,1,9,1,1,0,2,7,0,0,0,0,0,0,0,0,0
1820,62.0,Graduation,Together,62568.0,0,1,99,3777,362,17,398,80,35,61,953,3,5,3,5,4,1,0,0,0,0,0,1,1,0
1821,53.0,Master,Divorced,44635.0,1,1,25,3955,56,0,9,0,0,3,68,2,2,0,3,7,0,0,0,0,0,0,0,0,0
1823,56.0,Graduation,Married,63967.0,0,1,57,4018,387,84,141,73,35,162,882,3,4,4,12,2,0,0,0,0,0,0,0,0,0
1824,46.0,2n Cycle,Together,52513.0,0,0,84,4357,367,17,241,104,188,232,1149,2,9,5,9,7,0,0,0,0,0,0,0,0,0
1825,55.0,Graduation,Married,25293.0,1,0,51,3981,15,0,11,0,2,9,37,1,1,1,2,8,0,0,0,0,0,0,0,0,0
1826,59.0,PhD,Widow,54111.0,0,1,97,4002,267,6,54,8,3,50,388,2,5,2,6,5,0,0,0,0,0,0,0,0,0
1827,38.0,Graduation,Together,78394.0,0,0,13,4193,298,27,697,216,24,166,1428,1,4,6,5,2,0,0,0,0,0,1,1,1,0
1828,66.0,Master,Married,80739.0,0,0,92,4096,674,92,736,39,0,92,1633,1,3,11,9,1,0,0,0,0,0,0,0,0,0
1829,49.0,Master,Together,22669.0,1,0,30,4097,16,14,36,37,22,48,173,3,4,1,2,9,0,0,0,0,0,1,1,1,0
1830,37.0,Graduation,Single,29236.0,1,0,30,3958,37,4,24,16,9,9,99,2,4,0,3,9,0,0,0,0,0,0,0,0,0
1831,65.0,Graduation,Together,44911.0,0,1,11,4165,159,0,22,2,1,31,215,3,4,1,4,7,0,0,0,0,0,0,0,0,0
1832,62.0,PhD,Married,54693.0,0,1,72,4191,686,17,142,23,26,35,929,8,6,4,13,6,0,0,0,0,0,0,0,0,0
1833,50.0,Graduation,Together,48186.0,1,0,39,3795,97,3,66,12,7,34,219,3,4,1,4,7,0,0,0,0,0,0,0,0,0
1834,47.0,Graduation,Married,54809.0,1,1,0,3985,63,6,57,13,13,22,174,4,2,1,5,4,0,0,0,0,0,1,1,1,0
1835,46.0,Graduation,Together,41580.0,1,1,15,4260,56,5,24,4,0,3,92,3,2,1,3,5,0,0,0,0,0,0,0,0,0
1836,54.0,PhD,Married,80336.0,0,0,12,3987,209,19,456,160,142,66,1052,1,2,9,13,1,0,0,0,0,0,0,0,0,0
1837,67.0,Graduation,Married,47743.0,0,1,56,4158,198,2,43,0,12,20,275,3,4,1,6,6,0,0,0,1,0,0,1,1,0
1838,69.0,2n Cycle,Married,62972.0,0,1,39,4389,313,15,47,20,0,192,587,2,7,4,3,6,0,0,0,0,0,0,0,0,0
1839,70.0,PhD,Divorced,57333.0,0,1,55,4339,941,14,397,76,58,176,1662,11,8,5,9,6,0,0,0,0,0,1,1,1,0
1840,42.0,PhD,Together,32313.0,1,0,60,4197,86,4,56,2,4,7,159,3,4,0,4,9,0,0,0,0,0,0,0,0,0
1841,71.0,Master,Widow,84953.0,0,0,73,4085,167,48,602,63,72,72,1024,1,3,10,4,2,1,0,0,1,1,1,4,1,0
1842,56.0,Master,Divorced,27071.0,1,0,90,3761,8,3,19,0,2,3,35,2,2,0,3,6,0,0,0,0,0,0,0,0,0
1843,67.0,Master,Together,68148.0,0,0,86,3996,389,66,408,37,57,85,1042,1,4,4,6,2,0,0,0,0,0,0,0,0,0
1844,59.0,Master,Together,65735.0,1,1,37,3898,239,7,119,4,15,11,395,5,6,2,6,7,0,0,0,0,0,0,0,0,0
1845,49.0,PhD,Married,86836.0,0,0,7,4349,179,21,273,0,21,63,557,1,6,10,6,5,1,0,1,0,1,1,4,1,0
1846,61.0,PhD,Married,4023.0,1,1,29,3700,5,0,1,1,1,1,9,15,0,0,0,19,0,0,0,0,0,0,0,0,0
1847,34.0,Graduation,Married,30093.0,0,0,19,4050,2,6,28,13,4,16,69,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1848,58.0,PhD,Married,57705.0,0,1,14,3863,383,0,53,6,4,40,486,3,8,1,6,6,0,0,0,0,0,0,0,0,0
1849,36.0,Graduation,Single,25008.0,1,0,72,3841,2,8,8,6,1,9,34,2,1,0,3,8,0,0,0,0,0,0,0,0,0
1850,29.0,2n Cycle,Single,83257.0,0,0,56,4343,536,27,590,38,107,67,1365,1,5,10,12,6,0,0,1,0,1,1,3,1,1
1851,49.0,Graduation,Together,22280.0,1,0,85,4100,2,1,4,3,1,2,13,1,1,0,2,8,0,0,0,0,0,0,0,0,0
1852,46.0,PhD,Married,72159.0,0,0,62,4302,322,53,899,34,40,53,1401,1,4,6,10,2,0,0,0,0,0,0,0,0,0
1853,63.0,Graduation,Together,64260.0,0,0,1,4228,539,169,816,20,0,30,1574,1,4,5,4,3,0,0,0,0,0,1,1,1,0
1854,40.0,PhD,Single,82733.0,0,0,28,3986,712,50,420,65,38,38,1323,1,8,4,7,4,0,0,0,0,0,1,1,1,0
1855,53.0,Master,Divorced,74290.0,0,1,70,4015,1121,0,72,0,12,12,1217,4,10,8,10,6,1,0,0,1,0,0,2,1,0
1856,73.0,Master,Single,58217.0,2,1,84,4283,68,1,13,3,5,13,103,1,2,0,4,6,0,0,0,0,0,0,0,0,0
1857,48.0,Master,Together,21024.0,0,0,89,4054,36,4,18,6,2,18,84,1,2,0,4,7,0,0,0,0,0,0,0,0,0
1858,52.0,PhD,Married,70116.0,0,0,73,4213,707,44,603,95,58,29,1536,1,2,8,12,1,0,0,0,0,0,0,0,0,0
1859,39.0,Graduation,Together,54006.0,1,0,42,4343,174,77,203,6,24,97,581,2,8,1,7,7,0,0,0,0,0,0,0,0,0
1860,58.0,PhD,Married,69063.0,0,1,16,4293,666,35,124,69,8,26,928,1,5,3,5,3,0,0,0,0,0,0,0,0,0
